Fish_ID,Group,Water_Temp_C,Water_pH,Water_O2_mgL,Chlorides_mgL,Nitrites_mgL,Nitrates_mgL,Ammonium_mgL,Phosphates_mgL,Feed_Type,Bodymass_g,Protein_perc,Lipids_perc
1510,RG,14.19,7.322,9.872,71.46,0.0722,0.884,0.1454,0.066,0,1706.92,17.893,1.937
1511,RG,12.92,7.557,8.301,74.5,0.07,0.978,0.1591,0.0963,0,1631.45,14.416,1.938
1512,RG,15.93,7.379,8.436,68.91,0.0953,0.677,0.1702,0.0208,0,1678.19,13.659,1.468
1513,RG,10.43,7.17,8.38,70.36,0.059,1.111,0.0771,0.0449,0,1445.5,16.478,1.558
1514,RG,12.57,7.084,9.075,70.11,0.1158,1.079,0.0364,0.1258,0,1658.23,17.109,1.429
1515,RG,11.7,7.269,7.499,69.19,0.0383,1.008,0.1211,0.001,0,1646.06,16.414,1.814
1516,RG,12.18,7.422,6.308,83.35,0.031,0.536,0.2054,0.0419,0,1615.02,12.192,2.064
1517,RG,9.34,7.267,9.549,81.16,0.0759,1.106,0.1042,0.0171,0,1466.13,12.943,1.18
1518,RG,13.73,7.381,6.464,67.54,0.0547,0.788,0.1271,0.0522,0,1702.71,16.253,2.38
1519,RG,13.25,7.273,10.025,65.44,0.0423,0.606,0.0859,0.0426,0,1487.74,14.818,2.015
1520,RG,15.86,7.408,10.87,73.74,0.0609,1.507,0.0698,0.0841,0,1617.27,15.733,1.788
1521,RG,11.97,7.06,8.803,92.24,0.0572,1.868,0.1395,0.0702,0,1512.01,12.54,1.809
1522,RG,10.76,7.541,10.559,66.78,0.0803,1.777,0.0936,0.0078,0,1469.13,18.591,1.027
1523,RG,14.37,7.133,8.971,73.71,0.0614,1.26,0.1242,0.0365,0,1587.82,16.254,1.58
1524,RG,9.62,7.419,10.919,75.71,0.0638,0.894,0.1305,0.06,0,1616.5,17.408,1.0
1525,RG,15.25,7.259,8.453,74.13,0.0799,0.972,0.1209,0.0896,0,1405.43,16.015,1.745
1526,RG,15.25,7.283,6.162,71.33,0.1104,1.162,0.1335,0.1573,0,1549.72,11.721,2.197
1527,RG,15.77,7.264,8.904,84.24,0.1241,0.832,0.0488,0.0881,0,1402.41,14.976,1.314
1528,RG,13.13,7.338,11.05,78.64,0.0844,1.528,0.0452,0.0195,0,1871.7,16.675,1.509
1529,RG,10.54,7.369,9.642,81.77,0.0868,0.186,0.0974,0.0562,0,1592.2,15.641,1.706
1530,RG,12.33,7.459,8.382,79.72,0.0745,0.882,0.0989,0.0672,0,1589.47,15.628,1.657
1531,RG,13.14,7.511,9.395,82.15,0.0944,1.32,0.0687,0.0392,0,1621.07,17.004,1.0
1532,RG,10.32,7.35,10.165,87.68,0.0917,0.662,0.1145,0.0788,0,1629.67,18.372,1.329
1533,RG,16.0,7.557,8.897,85.65,0.1198,0.904,0.1545,0.001,0,1728.71,13.337,1.154
1534,RG,13.74,7.314,12.0,93.6,0.0233,1.237,0.1713,0.0821,0,1423.26,16.285,1.393
1535,RG,9.32,7.462,8.379,84.74,0.073,1.607,0.1847,0.0409,0,1682.94,16.768,1.838
1536,RG,17.65,7.364,10.203,69.64,0.0902,0.482,0.0211,0.0556,0,1840.22,15.349,1.044
1537,RG,12.29,7.218,9.914,81.78,0.0792,0.453,0.0302,0.1186,0,1583.81,16.86,1.437
1538,RG,8.72,7.327,8.16,80.68,0.0518,0.622,0.0826,0.0095,0,1511.06,17.108,1.57
1539,RG,9.51,7.375,8.491,90.36,0.041,0.385,0.1048,0.0709,0,1200.0,16.214,1.332
1540,RG,16.46,7.295,10.222,67.26,0.1042,0.413,0.0857,0.0918,0,1533.45,17.449,1.556
1541,RG,17.47,7.362,9.174,79.46,0.0573,0.611,0.0668,0.0668,0,1710.91,16.008,2.539
1542,RG,15.03,7.43,9.406,69.55,0.0274,1.493,0.0817,0.001,0,1791.62,15.504,1.725
1543,RG,15.96,7.296,7.037,79.1,0.1057,0.875,0.129,0.114,0,1686.76,13.285,2.358
1544,RG,15.65,6.858,9.787,73.28,0.0938,1.013,0.0202,0.0515,0,1642.32,17.225,1.818
1545,RG,13.67,7.552,9.345,78.84,0.0765,0.618,0.2406,0.0389,0,1838.24,15.238,1.623
1546,RG,12.99,7.255,8.923,63.72,0.0526,1.253,0.1013,0.0476,0,1751.02,14.528,2.008
1547,RG,13.62,7.177,9.433,81.35,0.0766,1.75,0.1631,0.0447,0,1554.31,16.619,2.153
1548,RG,14.21,7.131,8.509,76.65,0.1165,0.645,0.0652,0.0124,0,1868.36,18.236,1.029
1549,RG,9.78,7.25,8.29,76.22,0.0316,1.69,0.1345,0.0666,0,1419.56,14.82,1.565
1550,RG,14.2,7.216,8.71,90.6,0.0331,1.146,0.106,0.0361,0,1397.87,14.571,1.701
1551,RG,16.38,7.189,8.443,71.94,0.0612,1.007,0.1514,0.0868,0,1592.77,13.938,1.847
1552,RG,11.38,7.198,11.617,77.74,0.0792,1.16,0.0881,0.0807,0,1525.44,14.873,1.671
1553,RG,11.06,7.379,10.094,75.8,0.0651,1.156,0.1931,0.125,0,1550.84,18.993,1.711
1554,RG,13.43,7.605,7.838,76.58,0.0993,1.743,0.02,0.0515,0,1683.03,15.795,2.262
1555,RG,10.05,7.423,11.444,92.77,0.1127,1.208,0.157,0.0279,0,1556.25,15.819,1.432
1556,RG,8.05,7.468,8.481,75.51,0.0884,1.216,0.1071,0.0012,0,1534.03,14.897,1.585
1557,RG,15.44,7.243,9.035,70.46,0.0968,0.831,0.0389,0.1477,0,1651.75,15.9,1.642
1558,RG,10.65,7.316,10.077,89.97,0.0882,1.336,0.2171,0.0865,0,1276.52,14.91,1.218
1559,RG,12.06,7.364,6.636,72.54,0.0803,0.617,0.2109,0.0323,0,1381.03,16.747,1.452
1560,RG,10.17,7.201,8.716,62.16,0.0412,1.044,0.02,0.1277,0,1551.14,15.003,2.131
1561,RG,15.83,7.236,8.312,69.07,0.0492,2.153,0.1106,0.1142,0,1540.81,13.063,1.764
1562,RG,14.56,7.428,9.246,65.03,0.0395,0.1,0.1423,0.0059,0,1623.02,16.375,1.311
1563,RG,11.28,7.464,9.444,60.6,0.0755,1.093,0.1265,0.0299,0,1793.99,16.157,1.061
1564,RG,8.46,7.31,8.907,72.1,0.087,1.109,0.1909,0.0547,0,1545.96,15.675,2.155
1565,RG,10.96,7.121,8.852,74.44,0.0365,0.909,0.1785,0.0172,0,1419.53,16.377,1.404
1566,RG,13.71,7.256,10.278,84.44,0.0822,0.918,0.1159,0.0561,0,1512.42,16.641,1.704
1567,RG,12.57,7.084,9.362,80.04,0.0537,1.037,0.2366,0.0885,0,1796.4,15.074,1.348
1568,RG,12.33,7.311,9.05,79.67,0.0479,0.899,0.1562,0.0051,0,1768.4,13.57,1.747
1569,RG,12.64,7.338,9.177,67.85,0.0612,1.089,0.0789,0.0717,0,1691.15,13.869,1.115
1570,RG,14.28,7.259,11.203,82.08,0.0464,0.805,0.0669,0.1067,0,1446.67,15.854,1.417
1571,RG,11.87,7.336,9.207,86.13,0.0982,1.809,0.1746,0.076,0,1602.09,14.265,1.337
1572,RG,13.35,7.363,8.383,78.16,0.075,0.899,0.0524,0.057,0,1636.59,16.691,1.755
1573,RG,9.04,7.339,6.709,78.38,0.1045,1.228,0.0754,0.0333,0,1516.22,13.484,1.211
1574,RG,19.66,7.12,7.279,64.88,0.0667,0.732,0.0856,0.0932,0,1614.52,14.166,2.734
1575,RG,11.15,7.262,8.44,83.44,0.0678,1.373,0.1213,0.0129,0,1508.27,15.725,1.582
1576,RG,12.61,7.361,8.87,89.25,0.1362,1.293,0.0884,0.0697,0,1484.5,16.506,1.345
1577,RG,13.7,7.537,8.333,77.58,0.0313,1.168,0.021,0.061,0,1458.02,16.86,2.091
1578,RG,10.77,7.259,9.421,70.25,0.1185,0.589,0.1697,0.105,0,1758.84,15.75,1.412
1579,RG,12.02,7.383,8.318,73.7,0.1296,0.699,0.0757,0.0367,0,1690.67,15.509,1.294
1580,RG,11.99,7.432,7.903,71.64,0.103,1.674,0.2212,0.0401,0,1549.1,16.939,1.822
1581,RG,9.26,7.271,9.735,72.12,0.0701,0.695,0.1182,0.0103,0,1619.09,16.221,1.0
1582,RG,13.32,7.472,10.643,80.18,0.1228,1.256,0.176,0.0775,0,1665.74,18.462,1.716
1583,RG,8.0,7.48,7.671,77.24,0.0703,0.622,0.1379,0.043,0,1799.13,15.486,1.176
1584,RG,17.26,7.507,9.292,83.03,0.0588,1.403,0.1789,0.0255,0,1743.61,15.02,1.566
1585,RG,14.38,7.369,6.714,77.97,0.0684,0.725,0.1342,0.0293,0,1678.51,14.684,2.399
1586,RG,13.92,7.654,7.231,68.09,0.0629,0.615,0.1141,0.0815,0,1609.81,15.609,1.747
1587,RG,8.0,7.208,8.293,70.99,0.0516,0.715,0.1656,0.0159,0,1490.79,15.246,1.574
1588,RG,9.62,7.619,10.362,70.5,0.1133,0.778,0.2492,0.0194,0,1760.58,16.189,1.221
1589,RG,16.17,7.415,8.066,73.51,0.0568,1.162,0.0838,0.0959,0,1709.5,17.792,2.142
1590,RG,24.45,7.501,8.021,89.36,0.0791,1.028,0.1477,0.0534,0,1590.82,15.66,2.292
1591,RG,15.58,7.252,9.043,90.64,0.0367,0.562,0.0997,0.0982,0,1650.52,17.265,1.86
1592,RG,15.11,7.427,9.045,81.69,0.0809,0.989,0.1304,0.0456,0,1713.25,13.701,2.157
1593,RG,13.57,7.514,8.058,75.95,0.0453,0.543,0.1025,0.06,0,1342.39,13.827,2.061
1594,RG,9.46,7.137,11.383,64.11,0.0446,1.257,0.02,0.0663,0,1513.29,18.239,1.139
1595,RG,14.99,7.276,8.682,76.76,0.0767,1.331,0.088,0.1155,0,1661.68,17.076,1.622
1596,RG,8.7,6.979,9.136,68.68,0.1117,0.99,0.16,0.1122,0,1338.77,15.654,1.285
1597,RG,8.37,7.273,8.518,88.04,0.0932,1.109,0.0541,0.1061,0,1296.14,15.964,1.794
1598,RG,8.18,7.178,9.528,62.15,0.0953,1.701,0.1553,0.0348,0,1553.24,18.678,1.544
1599,RG,14.93,7.267,10.482,78.08,0.0761,0.937,0.111,0.0205,0,1700.15,17.399,1.671
1600,RG,11.83,7.739,10.996,68.01,0.0699,0.622,0.0885,0.0904,0,1701.4,18.658,1.011
1601,RG,12.3,7.558,8.085,74.92,0.1037,1.232,0.1543,0.1151,0,1771.49,14.975,2.007
1602,RG,11.95,7.084,10.321,80.33,0.0631,0.547,0.1409,0.1065,0,1607.31,15.586,2.008
1603,RG,8.62,7.383,9.66,83.18,0.105,0.916,0.1252,0.0605,0,1495.71,18.293,1.321
1604,RG,9.99,7.42,10.169,74.51,0.1171,0.76,0.161,0.0891,0,1429.23,16.264,1.971
1605,RG,10.14,7.249,8.89,81.09,0.0548,0.719,0.1122,0.0898,0,1506.13,15.355,1.188
1606,RG,8.0,7.327,8.776,69.7,0.0592,0.9,0.02,0.066,0,1638.29,15.877,1.593
1607,RG,10.49,7.341,10.123,76.96,0.0636,1.36,0.0773,0.0677,0,1675.61,16.217,1.121
1608,RG,8.76,7.098,10.146,83.02,0.036,1.442,0.02,0.0639,0,1581.47,18.833,1.669
1609,RG,13.73,7.145,10.879,77.66,0.0659,1.37,0.1394,0.0285,0,1699.49,14.109,1.624
1610,RG,13.98,7.326,9.238,70.77,0.119,1.135,0.1538,0.0326,0,1782.62,16.864,2.059
1611,RG,8.12,7.315,8.872,72.77,0.0486,0.897,0.1565,0.0319,0,1557.62,15.06,1.45
1612,RG,11.11,7.194,6.048,83.13,0.1198,0.1,0.1293,0.001,0,1680.31,15.032,1.385
1613,RG,17.57,7.181,7.066,66.27,0.067,1.147,0.1581,0.0657,0,1563.95,14.216,1.938
1614,RG,9.06,7.287,8.527,67.45,0.1434,0.1,0.02,0.0584,0,1559.19,17.123,1.246
1615,RG,13.28,7.433,7.679,79.81,0.0595,0.231,0.0935,0.0905,0,1517.31,15.213,1.711
1616,RG,12.32,7.289,9.977,71.49,0.0757,0.935,0.02,0.1104,0,1713.86,16.566,2.063
1617,RG,15.28,7.543,7.428,63.38,0.0527,1.106,0.0785,0.113,0,1514.59,14.545,2.465
1618,RG,12.89,7.196,8.398,85.81,0.0594,0.82,0.197,0.1167,0,1527.49,17.094,1.414
1619,RG,10.71,7.329,8.446,66.2,0.1201,1.614,0.1656,0.0297,0,1366.49,15.985,1.387
1620,RG,12.2,7.247,10.446,73.4,0.0942,1.185,0.1397,0.0027,0,1690.9,16.356,1.282
1621,RG,12.24,7.388,8.27,70.04,0.1109,0.9,0.0891,0.0972,0,1745.49,15.3,1.464
1622,RG,11.72,7.183,9.543,72.62,0.0405,1.555,0.0404,0.1153,0,1711.58,16.201,1.857
1623,RG,8.04,7.589,9.235,67.92,0.0996,1.626,0.1112,0.1222,0,1662.74,15.914,1.899
1624,RG,15.73,7.046,10.084,80.71,0.0509,1.205,0.1666,0.0794,0,1738.95,16.711,2.066
1625,RG,15.2,7.557,10.02,75.89,0.0399,0.69,0.1246,0.001,0,1726.94,14.755,1.958
1626,RG,8.87,7.313,8.96,82.87,0.0872,0.78,0.02,0.0746,0,1607.36,13.978,1.193
1627,RG,11.1,7.383,6.964,70.13,0.0869,0.421,0.1063,0.0822,0,1643.79,15.777,1.736
1628,RG,11.32,7.5,8.722,92.06,0.0816,0.983,0.02,0.1101,0,1457.88,16.523,1.46
1629,RG,8.53,7.429,8.976,59.76,0.1015,0.58,0.1483,0.1172,0,1563.58,15.561,1.565
1630,RG,8.0,7.19,9.343,62.32,0.1062,0.868,0.0584,0.0964,0,1588.78,18.741,1.461
1631,RG,9.99,7.39,8.115,89.02,0.1241,1.104,0.0266,0.0365,0,1478.74,12.949,1.661
1632,RG,10.93,7.58,10.369,78.79,0.0443,0.207,0.1491,0.0188,0,1401.77,18.711,1.71
1633,RG,8.0,7.167,9.016,77.73,0.1251,0.495,0.1336,0.0814,0,1388.72,18.335,1.522
1634,RG,12.53,7.618,7.895,78.45,0.1365,0.797,0.1139,0.0283,0,1600.27,15.088,1.242
1635,RG,15.49,7.358,8.45,79.57,0.069,0.979,0.2315,0.119,0,1722.38,13.916,1.601
1636,RG,14.53,7.235,11.314,77.4,0.0299,0.802,0.1381,0.001,0,1651.66,17.018,1.581
1637,RG,11.62,7.166,9.797,67.27,0.0385,0.892,0.0613,0.0827,0,1949.99,17.534,2.054
1638,RG,8.0,7.267,10.258,81.55,0.0661,0.718,0.1312,0.0728,0,1435.64,15.961,1.271
1639,RG,14.15,7.007,7.75,80.29,0.1404,0.42,0.0828,0.0517,0,1638.7,13.629,1.215
1640,RG,12.44,7.238,8.173,86.43,0.0805,0.786,0.176,0.023,0,1710.75,18.533,2.166
1641,RG,13.27,7.261,8.182,89.11,0.0615,0.915,0.1169,0.001,0,1687.11,17.078,1.699
1642,RG,17.81,7.139,9.221,77.64,0.0594,0.876,0.1228,0.0387,0,1736.52,15.641,1.909
1643,RG,9.53,7.412,8.791,65.18,0.0403,1.045,0.02,0.0394,0,1711.66,17.239,1.076
1644,RG,8.0,7.267,8.413,89.18,0.1062,1.168,0.1037,0.1045,0,1505.89,17.618,1.466
1645,RG,8.84,7.205,8.563,66.85,0.0772,1.273,0.0966,0.0287,0,1766.93,17.661,1.522
1646,RG,13.46,7.251,8.047,77.7,0.143,0.747,0.0385,0.0781,0,1741.92,13.479,1.834
1647,RG,12.08,7.353,8.784,72.95,0.0988,0.37,0.0867,0.0083,0,1492.1,15.899,1.195
1648,RG,8.35,7.311,10.336,71.55,0.1049,1.509,0.1261,0.0792,0,1614.98,16.448,1.237
1649,RG,8.0,7.195,7.184,81.11,0.0727,1.154,0.0997,0.001,0,1315.3,15.878,1.114
1650,RG,10.94,7.319,9.416,76.96,0.0473,0.618,0.02,0.1438,0,1762.7,18.216,2.263
1651,RG,8.26,7.292,10.656,79.11,0.0538,1.111,0.0836,0.0544,0,1588.13,14.653,1.494
1652,RG,13.56,7.129,8.78,68.47,0.0389,1.427,0.0719,0.001,0,1785.11,14.041,1.399
1653,RG,10.77,7.257,8.365,73.61,0.1073,1.692,0.1116,0.0313,0,1557.53,15.257,1.059
1654,RG,10.12,7.387,10.109,68.84,0.0685,1.1,0.1051,0.025,0,1378.2,17.057,1.354
1655,RG,9.73,7.386,7.819,73.41,0.1086,1.424,0.0753,0.0338,0,1866.95,17.758,1.249
1656,RG,12.79,7.266,8.973,74.05,0.0841,0.516,0.073,0.0454,0,1618.67,18.889,1.434
1657,RG,12.13,7.402,7.752,89.75,0.0712,0.986,0.104,0.0335,0,1417.41,15.352,1.261
1658,RG,12.61,7.153,6.756,72.92,0.0449,0.866,0.1578,0.0273,0,1707.79,16.06,1.427
1659,RG,12.54,7.158,8.818,58.0,0.089,1.137,0.1167,0.0137,0,1882.06,17.158,1.503
1660,RG,11.78,7.262,7.484,86.16,0.0734,1.644,0.1854,0.0929,0,1513.97,15.902,1.697
1661,RG,8.9,7.525,8.986,78.59,0.1071,1.1,0.168,0.108,0,1533.2,16.232,2.228
1662,RG,9.81,7.324,10.338,73.95,0.0585,0.625,0.1898,0.0498,0,1616.46,15.616,1.501
1663,RG,10.82,7.259,11.225,71.5,0.0985,0.495,0.1821,0.0593,0,1486.1,15.068,1.0
1664,RG,18.2,7.532,9.112,67.42,0.1292,1.658,0.1938,0.0149,0,1603.59,13.404,1.253
1665,RG,8.0,7.257,10.223,90.5,0.0882,1.206,0.0308,0.0628,0,1736.92,18.333,1.338
1666,RG,10.74,7.635,9.479,75.41,0.1036,1.179,0.1388,0.0692,0,1566.7,16.354,1.319
1667,RG,12.29,7.223,8.54,61.1,0.0972,0.863,0.1731,0.0512,0,1522.39,14.991,1.962
1668,RG,11.09,7.148,6.69,77.62,0.1369,1.107,0.1839,0.0758,0,1485.13,16.221,1.737
1669,RG,15.22,7.275,10.952,84.65,0.0911,0.605,0.0538,0.0723,0,1764.06,16.731,1.023
1670,RG,11.07,7.263,7.741,76.25,0.101,1.155,0.1394,0.0178,0,1321.27,14.4,1.141
1671,RG,11.3,7.179,10.659,67.79,0.0789,0.53,0.1045,0.1077,0,1656.54,16.534,1.327
1672,RG,14.44,7.69,9.644,67.07,0.0568,0.856,0.2108,0.0517,0,1945.78,16.47,1.798
1673,RG,17.43,7.348,7.829,67.66,0.0438,0.743,0.02,0.127,0,1901.19,14.172,1.919
1674,RG,16.22,7.37,9.374,87.17,0.118,0.1,0.0538,0.0768,0,1686.14,16.808,1.823
1675,RG,11.59,7.231,11.559,74.43,0.0497,0.861,0.02,0.1388,0,1784.38,17.661,1.212
1676,RG,11.85,7.213,10.843,61.57,0.1024,0.64,0.1087,0.107,0,1807.75,15.874,1.513
1677,RG,12.14,7.454,8.385,78.07,0.0925,0.916,0.2358,0.0691,0,1561.17,14.614,1.737
1678,RG,12.44,7.049,8.146,76.13,0.1075,1.001,0.0973,0.0311,0,1692.13,13.759,1.965
1679,RG,9.46,7.129,9.12,71.41,0.0646,1.707,0.1061,0.0319,0,1786.41,16.696,1.411
1680,RG,14.81,7.263,8.801,66.84,0.0563,1.122,0.133,0.0813,0,1490.99,13.473,1.599
1681,RG,12.62,7.503,10.44,66.49,0.0914,1.134,0.093,0.0657,0,1711.01,18.461,1.93
1682,RG,11.87,7.244,9.888,83.69,0.0712,1.198,0.122,0.0364,0,1624.84,16.279,1.368
1683,RG,8.19,7.362,6.969,76.98,0.0431,1.349,0.1235,0.0933,0,1522.71,14.826,1.881
1684,RG,12.19,7.304,9.55,78.83,0.1382,1.182,0.0493,0.0616,0,1594.18,18.918,1.261
1685,RG,8.0,7.494,8.785,76.96,0.0563,1.113,0.0944,0.0936,0,1563.18,15.093,1.501
1686,RG,10.26,7.062,9.045,77.62,0.0502,1.284,0.1445,0.021,0,1602.54,14.908,1.139
1687,RG,10.31,7.41,9.299,71.25,0.0727,0.1,0.1557,0.1,0,1719.31,13.391,1.662
1688,RG,12.86,7.27,10.438,73.35,0.1176,1.836,0.1779,0.08,0,1684.71,18.239,1.741
1689,RG,17.64,7.439,10.173,84.32,0.015,1.636,0.1201,0.1079,0,1632.13,18.367,1.897
1690,RG,13.72,7.177,8.1,86.32,0.1151,1.087,0.1213,0.0991,0,1469.51,13.284,1.634
1691,RG,16.35,7.304,8.93,65.22,0.0527,0.435,0.145,0.0566,0,1610.34,14.043,1.964
1692,RG,13.94,7.285,8.462,73.33,0.0879,1.484,0.0643,0.0534,0,1642.16,16.319,1.44
1693,RG,15.38,7.15,6.982,81.71,0.0597,0.722,0.0619,0.1313,0,1500.21,14.629,1.713
1694,RG,17.57,7.108,8.869,90.06,0.1398,1.214,0.0925,0.0484,0,1732.25,15.907,1.886
1695,RG,9.8,7.213,11.214,89.26,0.0837,0.487,0.0235,0.0899,0,1614.33,17.803,1.303
1696,RG,9.61,7.319,6.946,68.63,0.0588,1.891,0.1244,0.0447,0,1685.13,16.188,1.528
1697,RG,14.01,7.186,8.971,85.2,0.071,0.423,0.1629,0.001,0,1512.98,14.069,1.676
1698,RG,11.99,7.25,8.933,75.47,0.0827,1.028,0.0574,0.0109,0,1489.46,16.931,1.612
1699,RG,12.66,7.017,9.345,83.36,0.0853,0.151,0.1261,0.0762,0,1720.05,14.495,1.564
1700,RG,11.25,7.244,7.845,81.31,0.0932,0.984,0.0623,0.088,0,1565.05,15.745,1.335
1701,RG,10.21,7.454,7.29,64.89,0.08,0.83,0.039,0.0764,0,1545.36,13.809,1.447
1702,RG,16.86,7.406,7.346,79.4,0.0387,1.455,0.2233,0.1058,0,1697.87,13.347,2.359
1703,RG,8.7,7.287,10.597,83.05,0.0698,0.83,0.0399,0.0757,0,1635.12,16.836,1.337
1704,RG,14.06,7.337,7.821,74.84,0.0982,1.455,0.0232,0.029,0,1448.23,17.771,1.493
1705,RG,13.57,7.176,8.401,73.03,0.0599,0.59,0.1129,0.0838,0,1772.46,15.619,1.568
1706,RG,8.0,7.544,11.526,62.43,0.1002,0.887,0.1161,0.0668,0,1563.57,17.83,1.293
1707,RG,9.51,7.61,8.119,80.47,0.081,0.895,0.14,0.037,0,1738.71,15.952,1.344
1708,RG,10.01,7.325,9.411,76.67,0.0735,1.198,0.2201,0.0789,0,1409.61,12.505,1.7
1709,RG,13.69,7.689,10.277,67.62,0.1158,1.147,0.0534,0.0632,0,1687.51,14.11,1.779
1710,RG,10.9,7.198,10.219,72.39,0.0279,1.289,0.0653,0.0358,0,1580.81,16.408,1.308
1711,RG,11.74,7.112,7.402,76.24,0.0597,1.107,0.1965,0.0529,0,1324.33,15.326,1.966
1712,RG,8.0,7.194,8.144,70.53,0.117,1.265,0.1563,0.1165,0,1620.82,15.872,1.544
1713,RG,18.98,7.267,9.363,75.02,0.1349,0.641,0.148,0.1152,0,1449.75,14.194,2.113
1714,RG,12.21,7.647,11.315,61.0,0.1486,1.156,0.0646,0.0675,0,1628.78,17.36,1.0
1715,RG,13.5,7.258,8.086,85.8,0.0815,1.643,0.1676,0.0623,0,1701.28,14.787,1.436
1716,RG,10.38,7.171,8.408,75.13,0.0937,0.328,0.1482,0.0027,0,1499.23,17.149,1.042
1717,RG,10.04,7.165,9.503,66.21,0.1045,1.196,0.1114,0.1288,0,1489.1,17.837,1.476
1718,RG,17.74,7.471,9.744,55.32,0.1183,1.271,0.0649,0.1015,0,1816.75,15.524,1.946
1719,RG,8.0,7.45,9.816,83.23,0.0894,1.584,0.1064,0.0901,0,1505.22,16.997,1.377
1720,RG,12.84,7.227,7.984,79.46,0.1078,1.29,0.1989,0.001,0,1526.53,15.616,1.558
1721,RG,8.37,7.019,8.362,76.69,0.0938,1.04,0.0344,0.0616,0,1687.09,17.754,1.172
1722,RG,10.78,7.131,9.259,81.91,0.0957,1.172,0.052,0.0549,0,1423.45,19.487,1.635
1723,RG,10.09,7.558,10.515,81.89,0.0524,0.706,0.0623,0.0873,0,1518.88,17.191,1.99
1724,RG,9.04,7.403,8.714,76.56,0.0701,0.845,0.0754,0.042,0,1651.8,18.466,1.26
1725,RG,12.11,7.31,8.973,72.97,0.0643,0.466,0.0991,0.0507,0,1449.63,14.477,1.365
1726,RG,8.0,7.58,7.769,71.66,0.0443,1.595,0.1575,0.0848,0,1746.42,14.764,1.341
1727,RG,11.05,7.594,11.236,78.37,0.0305,1.18,0.1277,0.0291,0,1579.24,13.533,1.331
1728,RG,11.73,7.295,9.185,86.18,0.0673,0.634,0.1037,0.037,0,1668.03,16.542,1.321
1729,RG,8.0,7.297,10.293,74.18,0.0721,1.109,0.1166,0.0677,0,1669.65,18.041,1.0
1730,RG,16.54,7.213,9.036,86.81,0.0832,1.464,0.1374,0.1135,0,1598.71,11.661,1.548
1731,RG,10.22,7.257,9.102,77.99,0.0967,1.397,0.02,0.0923,0,1506.69,17.566,1.823
1732,RG,11.29,7.077,7.2,78.05,0.0856,0.629,0.1643,0.103,0,1543.18,16.186,2.166
1733,RG,10.22,7.076,6.419,94.24,0.0723,0.1,0.0504,0.0625,0,1568.89,16.799,2.159
1734,RG,11.76,7.042,10.502,88.22,0.0525,1.158,0.0734,0.1198,0,1459.67,15.147,1.714
1735,RG,15.92,7.463,9.094,88.43,0.1063,0.645,0.1204,0.001,0,1462.04,17.0,1.274
1736,RG,19.42,7.066,9.248,68.62,0.0769,1.249,0.0955,0.1409,0,1878.3,15.541,2.101
1737,RG,14.24,7.592,7.501,92.54,0.067,1.38,0.1292,0.1461,0,1463.83,16.105,1.644
1738,RG,15.26,7.19,7.916,74.34,0.0744,1.445,0.1085,0.0783,0,1658.55,15.254,1.447
1739,RG,17.15,7.561,10.275,73.18,0.058,1.698,0.0826,0.0933,0,1652.7,16.739,1.976
1740,RG,12.75,7.245,11.088,57.73,0.0641,1.495,0.1917,0.0585,0,1656.02,17.802,1.619
1741,RG,16.71,7.065,8.254,77.61,0.0631,1.7,0.1425,0.0516,0,1801.97,14.754,2.49
1742,RG,14.38,7.493,9.806,66.33,0.0714,1.552,0.1181,0.0356,0,1643.56,16.545,1.553
1743,RG,12.43,7.51,9.228,78.27,0.0997,1.586,0.1416,0.058,0,1549.12,17.979,1.125
1744,RG,13.05,7.164,8.855,65.71,0.0922,0.984,0.0577,0.0822,0,1592.81,16.333,1.646
1745,RG,8.0,7.25,11.222,89.38,0.1264,0.484,0.2305,0.0768,0,1480.47,15.068,1.038
1746,RG,12.88,7.164,8.456,79.41,0.1164,1.993,0.0347,0.1395,0,1502.42,17.732,1.693
1747,RG,8.0,7.282,10.489,93.24,0.1387,1.025,0.1068,0.064,0,1460.3,19.703,1.228
1748,RG,8.0,7.316,9.458,66.82,0.0968,1.491,0.0828,0.001,0,1770.41,19.105,1.0
1749,RG,12.58,7.247,8.98,87.39,0.0963,0.78,0.0805,0.1258,0,1652.53,17.543,1.808
1750,RG,8.66,7.027,10.646,60.58,0.0654,1.386,0.0727,0.0112,0,1570.72,13.916,1.299
1751,RG,11.98,7.213,9.348,76.66,0.1048,0.1,0.0537,0.0376,0,1710.1,15.975,1.852
1752,RG,12.42,7.406,8.884,69.95,0.0603,0.836,0.1713,0.0709,0,1416.92,14.674,1.749
1753,RG,12.55,7.269,10.655,71.42,0.0359,0.961,0.0277,0.0767,0,1796.96,17.248,1.89
1754,RG,9.29,7.251,10.499,70.87,0.1258,1.185,0.159,0.0022,0,1747.19,19.449,1.0
1755,RG,14.7,7.16,10.442,67.68,0.0425,1.429,0.1389,0.0301,0,1932.14,14.372,1.482
1756,RG,11.73,7.208,4.335,64.92,0.0932,0.562,0.0771,0.001,0,1664.89,18.321,2.125
1757,RG,13.32,7.511,9.528,71.46,0.0536,1.264,0.132,0.0849,0,1676.62,15.375,1.3
1758,RG,8.41,7.129,9.255,75.93,0.1138,1.491,0.0905,0.1073,0,1704.86,15.924,1.295
